Flight Number_ARR,Status_ARR,Scheduled_Time_ARR,Stand,Stand_Type,Terminal,Flight Number_DEP,Status_DEP,Scheduled_Time_DEP,Gate_DEP
G35595,ARR,2025-07-10 10:55:00+02:00,,,2.0,,,,
KQ1954,ARR,2025-07-10 10:55:00+02:00,,,2.0,,,,
,,,R001,Remote,1.0,UX3743,DEP,2025-07-10 10:55:00+02:00,C21
,,,D7,Bridge,2.0,VS3946,DEP,2025-07-10 10:55:00+02:00,D7
,,,B3,Bridge,1.0,MF9387,DEP,2025-07-10 11:00:00+02:00,B3
,,,B3,Bridge,1.0,KQ1855,DEP,2025-07-10 11:00:00+02:00,B3
,,,R013,Remote,1.0,AM6840,DEP,2025-07-10 11:00:00+02:00,D77
AM6416,ARR,2025-07-10 11:00:00+02:00,,,2.0,,,,
DL6647,ARR,2025-07-10 11:00:00+02:00,,,1.0,,,,
,,,R013,Remote,1.0,CI9230,DEP,2025-07-10 11:00:00+02:00,D77
,,,B3,Bridge,1.0,MU1581,DEP,2025-07-10 11:00:00+02:00,B3
SQ324,"ARR,EXP",2025-07-10 07:15:00+02:00,G8,Bridge,3.0,SQ323,DEP,2025-07-10 11:00:00+02:00,G8
,,,B3,Bridge,1.0,KL1799,DEP,2025-07-10 11:00:00+02:00,B3
,,,D42,Bridge,2.0,KL0537,DEP,2025-07-10 11:00:00+02:00,D42
,,,C8,Bridge,1.0,SK556,DEP,2025-07-10 11:00:00+02:00,C8
,,,B3,Bridge,1.0,GA9244,DEP,2025-07-10 11:00:00+02:00,B3
,,,G5,Bridge,3.0,OR367,DEP,2025-07-10 11:00:00+02:00,G5
,,,D42,Bridge,2.0,DL9318,DEP,2025-07-10 11:00:00+02:00,D42
,,,B3,Bridge,1.0,DL9431,DEP,2025-07-10 11:00:00+02:00,B3
,,,G8,Bridge,3.0,SQ323,DEP,2025-07-10 11:00:00+02:00,G8
,,,D42,Bridge,2.0,AF8253,DEP,2025-07-10 11:00:00+02:00,D42
AF8252,"ARR,EXP",2025-07-09 12:10:00+02:00,D42,Bridge,2.0,AF8253,DEP,2025-07-10 11:00:00+02:00,D42
,,,G1,Bridge,3.0,UA021,DEP,2025-07-10 11:00:00+02:00,G1
,,,B3,Bridge,1.0,CZ7682,DEP,2025-07-10 11:00:00+02:00,B3
JU7420,ARR,2025-07-09 17:35:00+02:00,R013,Remote,1.0,JU7421,DEP,2025-07-10 11:00:00+02:00,D77
,,,R013,Remote,1.0,UX1098,DEP,2025-07-10 11:00:00+02:00,D77
VS7047,"ARR,EXP",2025-07-10 11:00:00+02:00,,,2.0,,,,
CV2613,"LND,EXP",2025-07-10 11:00:00+02:00,,,,,,,
GA9243,"ARR,EXP",2025-07-10 09:00:00+02:00,B3,Bridge,1.0,GA9244,DEP,2025-07-10 11:00:00+02:00,B3
KQ1856,ARR,2025-07-10 09:10:00+02:00,B3,Bridge,1.0,KQ1855,DEP,2025-07-10 11:00:00+02:00,B3
MF9386,ARR,2025-07-10 09:10:00+02:00,B3,Bridge,1.0,MF9387,DEP,2025-07-10 11:00:00+02:00,B3
KL1798,ARR,2025-07-10 09:10:00+02:00,B3,Bridge,1.0,KL1799,DEP,2025-07-10 11:00:00+02:00,B3
CI9231,ARR,2025-07-10 09:40:00+02:00,R013,Remote,1.0,CI9230,DEP,2025-07-10 11:00:00+02:00,D77
GA9469,ARR,2025-07-10 09:40:00+02:00,R013,Remote,1.0,GA9468,DEP,2025-07-10 11:00:00+02:00,D77
MF9551,ARR,2025-07-10 09:40:00+02:00,R013,Remote,1.0,MF9552,DEP,2025-07-10 11:00:00+02:00,D77
MF9388,"ARR,EXP",2025-07-09 13:20:00+02:00,B3,Bridge,1.0,MF9387,DEP,2025-07-10 11:00:00+02:00,B3
KL1800,"ARR,EXP",2025-07-09 13:20:00+02:00,B3,Bridge,1.0,KL1799,DEP,2025-07-10 11:00:00+02:00,B3
UA020,"ARR,EXP",2025-07-10 09:20:00+02:00,G1,Bridge,3.0,UA021,DEP,2025-07-10 11:00:00+02:00,G1
,,,R013,Remote,1.0,GA9468,DEP,2025-07-10 11:00:00+02:00,D77
,,,R013,Remote,1.0,JU7421,DEP,2025-07-10 11:00:00+02:00,D77
,,,R013,Remote,1.0,KL3393,DEP,2025-07-10 11:00:00+02:00,D77
,,,R013,Remote,1.0,MF9552,DEP,2025-07-10 11:00:00+02:00,D77
G35557,"ARR,EXP",2025-07-10 11:00:00+02:00,,,2.0,,,,
EJU3305,"ARR,EXP",2025-07-10 11:00:00+02:00,,,4.0,,,,
,,,R013,Remote,1.0,DL6766,DEP,2025-07-10 11:00:00+02:00,D77
3O127,ARR,2025-07-10 11:00:00+02:00,,,3.0,,,,
CZ7661,"ARR,EXP",2025-07-10 11:00:00+02:00,,,2.0,,,,
,,,R013,Remote,1.0,EY7596,DEP,2025-07-10 11:00:00+02:00,D77
AM6463,ARR,2025-07-10 11:05:00+02:00,,,2.0,,,,
HV5676,ARR,2025-07-10 11:05:00+02:00,,,1.0,,,,
KL2586,ARR,2025-07-10 11:05:00+02:00,,,1.0,,,,
DL9270,ARR,2025-07-10 11:10:00+02:00,,,3.0,,,,
CI8576,ARR,2025-07-10 11:10:00+02:00,,,3.0,,,,
,,,B17,Bridge,1.0,VY8317,DEP,2025-07-10 11:10:00+02:00,B17
,,,B17,Bridge,1.0,QR3500,DEP,2025-07-10 11:10:00+02:00,B17
,,,B17,Bridge,1.0,IB5251,DEP,2025-07-10 11:10:00+02:00,B17
,,,R030,Remote,2.0,DL0049,"DEP,DEL",2025-07-10 11:10:00+02:00,E9
,,,R030,Remote,2.0,KL6149,"DEP,DEL",2025-07-10 11:10:00+02:00,E9
,,,R030,Remote,2.0,VS3951,"DEP,DEL",2025-07-10 11:10:00+02:00,E9
CZ1348,ARR,2025-07-10 11:10:00+02:00,,,3.0,,,,
KQ1840,ARR,2025-07-10 11:10:00+02:00,,,3.0,,,,
IB5250,ARR,2025-07-10 10:15:00+02:00,B17,Bridge,1.0,IB5251,DEP,2025-07-10 11:10:00+02:00,B17
VY8316,ARR,2025-07-10 10:15:00+02:00,B17,Bridge,1.0,VY8317,DEP,2025-07-10 11:10:00+02:00,B17
AM6443,ARR,2025-07-10 11:10:00+02:00,,,3.0,,,,
AM6428,ARR,2025-07-10 11:10:00+02:00,,,2.0,,,,
CZ7741,ARR,2025-07-10 11:10:00+02:00,,,2.0,,,,
DL9674,ARR,2025-07-10 11:10:00+02:00,,,2.0,,,,
G35680,ARR,2025-07-10 11:10:00+02:00,,,2.0,,,,
SK6616,ARR,2025-07-10 11:10:00+02:00,,,2.0,,,,
,,,R030,Remote,2.0,AF5595,"DEP,DEL",2025-07-10 11:10:00+02:00,E9
,,,C12,Bridge,1.0,LH2303,DEP,2025-07-10 11:15:00+02:00,C12
WS5238,ARR,2025-07-10 11:15:00+02:00,,,2.0,,,,
LH2302,ARR,2025-07-10 10:35:00+02:00,C12,Bridge,1.0,LH2303,DEP,2025-07-10 11:15:00+02:00,C12
,,,G6,Bridge,3.0,UA947,DEP,2025-07-10 11:15:00+02:00,G6
UA946,"ARR,EXP",2025-07-10 07:35:00+02:00,G6,Bridge,3.0,UA947,DEP,2025-07-10 11:15:00+02:00,G6
HV6944,ARR,2025-07-10 11:15:00+02:00,,,3.0,,,,
,,,B35,Bridge,1.0,LH989,"DEP,DEL",2025-07-10 11:15:00+02:00,B35
,,,G9,Bridge,3.0,TK1952,DEP,2025-07-10 11:15:00+02:00,G9
AM6287,ARR,2025-07-10 11:15:00+02:00,,,2.0,,,,
3O121,"ARR,EXP",2025-07-10 11:15:00+02:00,,,3.0,,,,
MH5630,ARR,2025-07-10 11:15:00+02:00,,,2.0,,,,
AM6410,ARR,2025-07-10 11:15:00+02:00,,,2.0,,,,
CZ7735,ARR,2025-07-10 11:15:00+02:00,,,2.0,,,,
KQ1072,ARR,2025-07-10 11:15:00+02:00,,,2.0,,,,
VS7071,ARR,2025-07-10 11:15:00+02:00,,,2.0,,,,
TK1951,"ARR,EXP",2025-07-10 09:40:00+02:00,G9,Bridge,3.0,TK1952,DEP,2025-07-10 11:15:00+02:00,G9
DL9467,ARR,2025-07-10 11:15:00+02:00,,,2.0,,,,
KL2751,ARR,2025-07-10 11:20:00+02:00,,,1.0,,,,
DL9528,"LND,EXP",2025-07-10 11:20:00+02:00,,,,,,,
,,,E17,Bridge,2.0,AF8264,DEP,2025-07-10 11:20:00+02:00,E17
,,,E17,Bridge,2.0,DL9400,DEP,2025-07-10 11:20:00+02:00,E17
,,,E17,Bridge,2.0,VS7166,DEP,2025-07-10 11:20:00+02:00,E17
,,,B27,Bridge,1.0,OU451,DEP,2025-07-10 11:20:00+02:00,B27
AF8956,"ARR,EXP",2025-07-10 11:20:00+02:00,,,3.0,,,,
KL6058,"ARR,EXP",2025-07-10 11:20:00+02:00,,,3.0,,,,
,,,E17,Bridge,2.0,KL0691,DEP,2025-07-10 11:20:00+02:00,E17
G35666,"LND,EXP",2025-07-10 11:20:00+02:00,,,,,,,
B60031,"ARR,EXP",2025-07-09 11:35:00+02:00,D24,Bridge,3.0,B60032,DEP,2025-07-10 11:20:00+02:00,D24
OU450,"ARR,EXP",2025-07-10 10:30:00+02:00,B27,Bridge,1.0,OU451,DEP,2025-07-10 11:20:00+02:00,B27
VS7165,"ARR,EXP",2025-07-09 11:25:00+02:00,E17,Bridge,2.0,VS7166,DEP,2025-07-10 11:20:00+02:00,E17
AF8263,"ARR,EXP",2025-07-09 14:45:00+02:00,E17,Bridge,2.0,AF8264,DEP,2025-07-10 11:20:00+02:00,E17
,,,D24,Bridge,3.0,B60032,DEP,2025-07-10 11:20:00+02:00,D24
VS3949,"ARR,EXP",2025-07-10 11:20:00+02:00,,,3.0,,,,
G35694,ARR,2025-07-10 11:25:00+02:00,,,2.0,,,,
HV6820,ARR,2025-07-10 11:25:00+02:00,,,1.0,,,,
AF8301,ARR,2025-07-10 11:25:00+02:00,,,2.0,,,,
VS7022,ARR,2025-07-10 11:25:00+02:00,,,2.0,,,,
KQ1422,ARR,2025-07-10 11:25:00+02:00,,,2.0,,,,
VS6935,ARR,2025-07-10 11:25:00+02:00,,,2.0,,,,
BT6035,ARR,2025-07-10 11:25:00+02:00,,,2.0,,,,
DL9451,ARR,2025-07-10 11:25:00+02:00,,,2.0,,,,
GF5200,"ARR,EXP",2025-07-10 11:25:00+02:00,,,2.0,,,,
DL9516,"ARR,EXP",2025-07-10 11:25:00+02:00,,,2.0,,,,
AM6386,"ARR,EXP",2025-07-10 11:25:00+02:00,,,2.0,,,,
DL9443,ARR,2025-07-10 11:25:00+02:00,,,2.0,,,,
DL9492,"ARR,EXP",2025-07-10 11:30:00+02:00,,,2.0,,,,
DL9478,ARR,2025-07-10 11:30:00+02:00,,,2.0,,,,
WS5250,ARR,2025-07-10 11:30:00+02:00,,,2.0,,,,
,,,C11,Bridge,1.0,SK6652,DEP,2025-07-10 11:30:00+02:00,C11
,,,C11,Bridge,1.0,KL1365,DEP,2025-07-10 11:30:00+02:00,C11
,,,C11,Bridge,1.0,DL9341,DEP,2025-07-10 11:30:00+02:00,C11
,,,B20,Bridge,1.0,KL1325,DEP,2025-07-10 11:30:00+02:00,B20
KQ1234,ARR,2025-07-10 11:30:00+02:00,,,2.0,,,,
,,,B20,Bridge,1.0,AF3137,DEP,2025-07-10 11:30:00+02:00,B20
G35568,"ARR,EXP",2025-07-10 11:30:00+02:00,,,2.0,,,,
,,,B20,Bridge,1.0,DL9165,DEP,2025-07-10 11:30:00+02:00,B20
AF3136,"ARR,EXP",2025-07-09 13:50:00+02:00,B20,Bridge,1.0,AF3137,DEP,2025-07-10 11:30:00+02:00,B20
BT6040,"ARR,EXP",2025-07-10 11:30:00+02:00,,,2.0,,,,
CZ495,"LND,EXP",2025-07-10 11:30:00+02:00,,,,,,,
KL1326,ARR,2025-07-09 16:00:00+02:00,B20,Bridge,1.0,KL1325,DEP,2025-07-10 11:30:00+02:00,B20
KL1366,ARR,2025-07-09 16:25:00+02:00,C11,Bridge,1.0,KL1365,DEP,2025-07-10 11:30:00+02:00,C11
,,,C11,Bridge,1.0,MF9777,DEP,2025-07-10 11:30:00+02:00,C11
VN3172,ARR,2025-07-10 11:30:00+02:00,,,2.0,,,,
,,,C5,Bridge,1.0,CI9225,DEP,2025-07-10 11:35:00+02:00,C5
,,,C5,Bridge,1.0,DL8476,DEP,2025-07-10 11:35:00+02:00,C5
,,,C5,Bridge,1.0,KL2290,DEP,2025-07-10 11:35:00+02:00,C5
AF1444,"ARR,EXP",2025-07-10 10:40:00+02:00,C5,Bridge,1.0,AF1445,DEP,2025-07-10 11:35:00+02:00,C5
G35569,ARR,2025-07-10 11:35:00+02:00,,,2.0,,,,
CI9226,"ARR,EXP",2025-07-09 14:55:00+02:00,C5,Bridge,1.0,CI9225,DEP,2025-07-10 11:35:00+02:00,C5
CZ7748,ARR,2025-07-10 11:35:00+02:00,,,2.0,,,,
SV6350,ARR,2025-07-10 11:35:00+02:00,,,2.0,,,,
G35569,ARR,2025-07-10 11:35:00+02:00,,,2.0,,,,
VS6915,"ARR,EXP",2025-07-10 11:35:00+02:00,,,2.0,,,,
DL9664,"ARR,EXP",2025-07-10 11:35:00+02:00,,,2.0,,,,
DL9698,"ARR,EXP",2025-07-10 11:35:00+02:00,,,2.0,,,,
VS6949,ARR,2025-07-10 11:35:00+02:00,,,2.0,,,,
,,,C5,Bridge,1.0,AM6192,DEP,2025-07-10 11:35:00+02:00,C5
G35586,"ARR,EXP",2025-07-10 11:35:00+02:00,,,2.0,,,,
DL9522,ARR,2025-07-10 11:35:00+02:00,,,2.0,,,,
KQ1106,ARR,2025-07-10 11:35:00+02:00,,,2.0,,,,
KL0696,"ARR,EXP",2025-07-10 11:35:00+02:00,,,2.0,,,,
AF8267,"ARR,EXP",2025-07-10 11:35:00+02:00,,,2.0,,,,
MH5634,ARR,2025-07-10 11:35:00+02:00,,,2.0,,,,
AT8620,"LND,EXP",2025-07-10 11:35:00+02:00,,,,,,,
,,,D22,Bridge,3.0,KC904,DEP,2025-07-10 11:35:00+02:00,D22
CI9224,ARR,2025-07-09 15:55:00+02:00,C5,Bridge,1.0,CI9225,DEP,2025-07-10 11:35:00+02:00,C5
,,,C5,Bridge,1.0,AF1445,DEP,2025-07-10 11:35:00+02:00,C5
AF3128,"ARR,EXP",2025-07-10 11:35:00+02:00,,,2.0,,,,
SK6777,ARR,2025-07-09 19:30:00+02:00,B16,Bridge,1.0,SK6776,DEP,2025-07-10 11:40:00+02:00,B16
KQ1330,ARR,2025-07-10 11:40:00+02:00,,,2.0,,,,
SK6835,ARR,2025-07-10 08:00:00+02:00,B24,Bridge,1.0,SK6836,DEP,2025-07-10 11:40:00+02:00,B24
AM6440,ARR,2025-07-10 11:40:00+02:00,,,2.0,,,,
VS6969,"ARR,EXP",2025-07-10 11:40:00+02:00,,,2.0,,,,
SK6707,"ARR,EXP",2025-07-10 11:40:00+02:00,,,2.0,,,,
KL1444,ARR,2025-07-09 15:40:00+02:00,B16,Bridge,1.0,KL1443,DEP,2025-07-10 11:40:00+02:00,B16
G35504,ARR,2025-07-10 11:40:00+02:00,,,2.0,,,,
SK6837,"ARR,EXP",2025-07-09 18:55:00+02:00,B24,Bridge,1.0,SK6836,DEP,2025-07-10 11:40:00+02:00,B24
,,,B16,Bridge,1.0,DL9302,DEP,2025-07-10 11:40:00+02:00,B16
,,,D16,Bridge,3.0,BA431,DEP,2025-07-10 11:40:00+02:00,D16
AF8340,ARR,2025-07-09 19:15:00+02:00,B16,Bridge,1.0,AF8341,DEP,2025-07-10 11:40:00+02:00,B16
CZ1366,"ARR,EXP",2025-07-10 11:40:00+02:00,,,2.0,,,,
,,,B24,Bridge,1.0,DL9214,DEP,2025-07-10 11:40:00+02:00,B24
,,,B24,Bridge,1.0,SK6836,DEP,2025-07-10 11:40:00+02:00,B24
DL9502,"ARR,EXP",2025-07-10 11:40:00+02:00,,,2.0,,,,
BA430,"ARR,EXP",2025-07-10 10:40:00+02:00,D16,Bridge,3.0,BA431,DEP,2025-07-10 11:40:00+02:00,D16
,,,B16,Bridge,1.0,SK6776,DEP,2025-07-10 11:40:00+02:00,B16
RO361,ARR,2025-07-10 10:40:00+02:00,B23,Bridge,3.0,RO362,DEP,2025-07-10 11:40:00+02:00,B23
,,,B16,Bridge,1.0,KL1443,DEP,2025-07-10 11:40:00+02:00,B16
,,,B16,Bridge,1.0,AF8341,DEP,2025-07-10 11:40:00+02:00,B16
,,,B23,Bridge,3.0,RO362,DEP,2025-07-10 11:40:00+02:00,B23
,,,B24,Bridge,1.0,KL1645,DEP,2025-07-10 11:40:00+02:00,B24
BT6047,"ARR,EXP",2025-07-10 11:45:00+02:00,,,2.0,,,,
,,,E21,Bridge,2.0,KL6017,DEP,2025-07-10 11:45:00+02:00,E21
,,,C15,Bridge,1.0,KL2563,DEP,2025-07-10 11:45:00+02:00,C15
,,,E21,Bridge,2.0,AF8983,DEP,2025-07-10 11:45:00+02:00,E21
,,,C15,Bridge,1.0,HV5807,DEP,2025-07-10 11:45:00+02:00,C15
AM6442,"ARR,EXP",2025-07-10 11:45:00+02:00,,,2.0,,,,
,,,R017,Remote,1.0,KQ1187,DEP,2025-07-10 11:45:00+02:00,D82
DL9313,"ARR,EXP",2025-07-10 09:15:00+02:00,R017,Remote,1.0,DL9312,DEP,2025-07-10 11:45:00+02:00,D82
,,,E21,Bridge,2.0,VS3952,DEP,2025-07-10 11:45:00+02:00,E21
,,,E21,Bridge,2.0,DL0243,DEP,2025-07-10 11:45:00+02:00,E21
DL0242,"ARR,EXP",2025-07-10 07:45:00+02:00,E21,Bridge,2.0,DL0243,DEP,2025-07-10 11:45:00+02:00,E21
DL9521,"ARR,EXP",2025-07-10 11:45:00+02:00,,,2.0,,,,
,,,R017,Remote,1.0,KL1167,DEP,2025-07-10 11:45:00+02:00,D82
KL6018,"ARR,EXP",2025-07-10 06:00:00+02:00,E21,Bridge,2.0,KL6017,DEP,2025-07-10 11:45:00+02:00,E21
,,,R017,Remote,1.0,AZ3796,DEP,2025-07-10 11:45:00+02:00,D82
HV5806,"ARR,EXP",2025-07-10 02:00:00+02:00,C15,Bridge,1.0,HV5807,DEP,2025-07-10 11:45:00+02:00,C15
VS6983,"ARR,EXP",2025-07-10 11:45:00+02:00,,,2.0,,,,
,,,R017,Remote,1.0,DL9312,DEP,2025-07-10 11:45:00+02:00,D82
DL9470,ARR,2025-07-10 11:45:00+02:00,,,2.0,,,,
G35570,ARR,2025-07-10 11:45:00+02:00,,,2.0,,,,
KL1168,"ARR,EXP",2025-07-09 15:55:00+02:00,R017,Remote,1.0,KL1167,DEP,2025-07-10 11:45:00+02:00,D82
KL6016,"ARR,EXP",2025-07-10 07:45:00+02:00,E21,Bridge,2.0,KL6017,DEP,2025-07-10 11:45:00+02:00,E21
AF8235,"ARR,EXP",2025-07-10 11:50:00+02:00,,,2.0,,,,
SK6807,ARR,2025-07-10 11:10:00+02:00,R021,Remote,1.0,SK6806,DEP,2025-07-10 11:50:00+02:00,D86
GA9519,ARR,2025-07-09 15:25:00+02:00,R021,Remote,1.0,GA9520,DEP,2025-07-10 11:50:00+02:00,D86
SK6727,ARR,2025-07-09 16:25:00+02:00,B36,Bridge,1.0,SK6728,DEP,2025-07-10 11:50:00+02:00,B36
KL1336,ARR,2025-07-10 07:45:00+02:00,B6,Bridge,1.0,KL1337,DEP,2025-07-10 11:50:00+02:00,B6
KL1904,"ARR,EXP",2025-07-09 16:10:00+02:00,R021,Remote,1.0,KL1903,DEP,2025-07-10 11:50:00+02:00,D86
KQ1846,"ARR,EXP",2025-07-09 16:10:00+02:00,R021,Remote,1.0,KQ1845,DEP,2025-07-10 11:50:00+02:00,D86
MF9786,ARR,2025-07-09 16:05:00+02:00,R021,Remote,1.0,MF9787,DEP,2025-07-10 11:50:00+02:00,D86
,,,R021,Remote,1.0,KL1903,DEP,2025-07-10 11:50:00+02:00,D86
KL1902,ARR,2025-07-10 11:10:00+02:00,R021,Remote,1.0,KL1903,DEP,2025-07-10 11:50:00+02:00,D86
DL9627,ARR,2025-07-09 12:15:00+02:00,B36,Bridge,1.0,DL9628,DEP,2025-07-10 11:50:00+02:00,B36
SK6805,ARR,2025-07-10 08:55:00+02:00,R021,Remote,1.0,SK6806,DEP,2025-07-10 11:50:00+02:00,D86
CI8584,"ARR,EXP",2025-07-09 15:35:00+02:00,R021,Remote,1.0,CI8583,DEP,2025-07-10 11:50:00+02:00,D86
KM394,ARR,2025-07-10 10:50:00+02:00,B31,Bridge,3.0,KM395,DEP,2025-07-10 11:50:00+02:00,B31
MU1560,"ARR,EXP",2025-07-09 15:40:00+02:00,B36,Bridge,1.0,MU1559,DEP,2025-07-10 11:50:00+02:00,B36
,,,D6,Bridge,2.0,KQ1445,"DEP,DEL",2025-07-10 11:50:00+02:00,D6
,,,D6,Bridge,2.0,KL0915,"DEP,DEL",2025-07-10 11:50:00+02:00,D6
,,,D6,Bridge,2.0,VS6909,"DEP,DEL",2025-07-10 11:50:00+02:00,D6
,,,D29,Bridge,3.0,3O128,DEP,2025-07-10 11:50:00+02:00,D29
,,,R021,Remote,1.0,SK6806,DEP,2025-07-10 11:50:00+02:00,D86
,,,C14,Bridge,1.0,HV6117,"DEP,DEL",2025-07-10 11:50:00+02:00,C14
,,,C14,Bridge,1.0,KL2651,"DEP,DEL",2025-07-10 11:50:00+02:00,C14
DL9629,ARR,2025-07-10 11:00:00+02:00,B36,Bridge,1.0,DL9628,DEP,2025-07-10 11:50:00+02:00,B36
AF5191,"ARR,EXP",2025-07-10 08:00:00+02:00,B6,Bridge,1.0,AF5192,DEP,2025-07-10 11:50:00+02:00,B6
,,,D6,Bridge,2.0,AZ3737,"DEP,DEL",2025-07-10 11:50:00+02:00,D6
DL9247,"ARR,EXP",2025-07-10 11:50:00+02:00,,,2.0,,,,
,,,D6,Bridge,2.0,DL9260,"DEP,DEL",2025-07-10 11:50:00+02:00,D6
AM6427,"ARR,EXP",2025-07-10 08:15:00+02:00,R021,Remote,1.0,AM6426,DEP,2025-07-10 11:50:00+02:00,D86
,,,B6,Bridge,1.0,KL1337,DEP,2025-07-10 11:50:00+02:00,B6
MU1558,ARR,2025-07-10 11:30:00+02:00,B36,Bridge,1.0,MU1559,DEP,2025-07-10 11:50:00+02:00,B36
,,,B36,Bridge,1.0,MU1559,DEP,2025-07-10 11:50:00+02:00,B36
,,,B36,Bridge,1.0,KQ1417,DEP,2025-07-10 11:50:00+02:00,B36
KL1432,"ARR,EXP",2025-07-09 15:40:00+02:00,B36,Bridge,1.0,KL1431,DEP,2025-07-10 11:50:00+02:00,B36
,,,B36,Bridge,1.0,G35541,DEP,2025-07-10 11:50:00+02:00,B36
,,,B36,Bridge,1.0,DL9628,DEP,2025-07-10 11:50:00+02:00,B36
,,,B36,Bridge,1.0,KL1431,DEP,2025-07-10 11:50:00+02:00,B36
,,,B31,Bridge,3.0,KM395,DEP,2025-07-10 11:50:00+02:00,B31
,,,R021,Remote,1.0,MF9787,DEP,2025-07-10 11:50:00+02:00,D86
,,,R021,Remote,1.0,KQ1845,DEP,2025-07-10 11:50:00+02:00,D86
,,,R021,Remote,1.0,GA9520,DEP,2025-07-10 11:50:00+02:00,D86
VS7005,"ARR,EXP",2025-07-10 11:50:00+02:00,,,2.0,,,,
,,,R021,Remote,1.0,CI8583,DEP,2025-07-10 11:50:00+02:00,D86
,,,R021,Remote,1.0,DL9419,DEP,2025-07-10 11:50:00+02:00,D86
,,,B6,Bridge,1.0,AF5192,DEP,2025-07-10 11:50:00+02:00,B6
DL9652,"ARR,EXP",2025-07-10 11:50:00+02:00,,,2.0,,,,
VS7093,"ARR,EXP",2025-07-10 11:50:00+02:00,,,2.0,,,,
G35589,"ARR,EXP",2025-07-10 11:50:00+02:00,,,2.0,,,,
DL9549,"ARR,EXP",2025-07-10 11:50:00+02:00,,,2.0,,,,
KQ1416,"ARR,EXP",2025-07-09 15:40:00+02:00,B36,Bridge,1.0,KQ1417,DEP,2025-07-10 11:50:00+02:00,B36
,,,B6,Bridge,1.0,DL9394,DEP,2025-07-10 11:50:00+02:00,B6
,,,B36,Bridge,1.0,AF3147,DEP,2025-07-10 11:50:00+02:00,B36
,,,B36,Bridge,1.0,SK6728,DEP,2025-07-10 11:50:00+02:00,B36
,,,R021,Remote,1.0,AM6426,DEP,2025-07-10 11:50:00+02:00,D86
G35572,"ARR,EXP",2025-07-10 11:50:00+02:00,,,2.0,,,,
LY337,"ARR,EXP",2025-07-10 10:40:00+02:00,G2,Bridge,3.0,LY338,DEP,2025-07-10 11:55:00+02:00,G2
SK6632,"ARR,EXP",2025-07-09 15:45:00+02:00,B32,Bridge,1.0,SK6631,DEP,2025-07-10 11:55:00+02:00,B32
,,,C13,Bridge,1.0,AZ107,DEP,2025-07-10 11:55:00+02:00,C13
,,,B32,Bridge,1.0,GA9480,DEP,2025-07-10 11:55:00+02:00,B32
CX1430,"ARR,EXP",2025-07-10 09:45:00+02:00,R011,Remote,1.0,CX1431,DEP,2025-07-10 11:55:00+02:00,D73
DL9514,ARR,2025-07-09 14:25:00+02:00,B32,Bridge,1.0,DL9513,DEP,2025-07-10 11:55:00+02:00,B32
MH5670,"ARR,EXP",2025-07-09 19:10:00+02:00,B32,Bridge,1.0,MH5671,DEP,2025-07-10 11:55:00+02:00,B32
AY1301,"ARR,EXP",2025-07-10 09:45:00+02:00,R011,Remote,1.0,AY1302,DEP,2025-07-10 11:55:00+02:00,D73
,,,B32,Bridge,1.0,DL9513,DEP,2025-07-10 11:55:00+02:00,B32
SV6293,ARR,2025-07-10 11:00:00+02:00,C13,Bridge,1.0,SV6294,DEP,2025-07-10 11:55:00+02:00,C13
AR7308,ARR,2025-07-10 11:00:00+02:00,C13,Bridge,1.0,AR7309,DEP,2025-07-10 11:55:00+02:00,C13
AZ108,ARR,2025-07-10 11:00:00+02:00,C13,Bridge,1.0,AZ107,DEP,2025-07-10 11:55:00+02:00,C13
MF9784,ARR,2025-07-09 21:20:00+02:00,B32,Bridge,1.0,MF9785,DEP,2025-07-10 11:55:00+02:00,B32
MF9572,ARR,2025-07-10 11:00:00+02:00,C13,Bridge,1.0,MF9571,DEP,2025-07-10 11:55:00+02:00,C13
VS6901,"ARR,EXP",2025-07-10 11:55:00+02:00,,,2.0,,,,
MU4412,ARR,2025-07-09 17:05:00+02:00,C13,Bridge,1.0,MU4413,DEP,2025-07-10 11:55:00+02:00,C13
CI9270,ARR,2025-07-09 17:05:00+02:00,C13,Bridge,1.0,CI9269,DEP,2025-07-10 11:55:00+02:00,C13
LY339,"ARR,EXP",2025-07-09 20:20:00+02:00,G2,Bridge,3.0,LY338,DEP,2025-07-10 11:55:00+02:00,G2
MF9737,"ARR,EXP",2025-07-10 11:30:00+02:00,D6,Bridge,2.0,MF9738,DEP,2025-07-10 11:55:00+02:00,D6
MH5672,ARR,2025-07-09 16:05:00+02:00,B32,Bridge,1.0,MH5671,DEP,2025-07-10 11:55:00+02:00,B32
KL1202,ARR,2025-07-09 16:05:00+02:00,B32,Bridge,1.0,KL1201,DEP,2025-07-10 11:55:00+02:00,B32
,,,C13,Bridge,1.0,AR7309,DEP,2025-07-10 11:55:00+02:00,C13
G35505,"ARR,EXP",2025-07-10 11:55:00+02:00,,,2.0,,,,
,,,C13,Bridge,1.0,SV6294,DEP,2025-07-10 11:55:00+02:00,C13
,,,D6,Bridge,2.0,MF9738,DEP,2025-07-10 11:55:00+02:00,D6
AF8376,"ARR,EXP",2025-07-10 11:55:00+02:00,,,2.0,,,,
,,,B32,Bridge,1.0,KL1201,DEP,2025-07-10 11:55:00+02:00,B32
,,,D6,Bridge,2.0,KQ0937,DEP,2025-07-10 11:55:00+02:00,D6
