Flight Number,Airline,Status,Scheduled Time,Gate,Stand,Terminal
HV6151,,DEP,2025-08-01T09:00:00.000+02:00,C23,,1
KL2552,,DEP,2025-08-01T09:00:00.000+02:00,C23,,1
DL0142,,"ARR,EXP",2025-08-01T09:00:00.000+02:00,,,3
AF5597,,"ARR,EXP",2025-08-01T09:00:00.000+02:00,,,3
KL6032,,"ARR,EXP",2025-08-01T09:00:00.000+02:00,,,3
VS3936,,"ARR,EXP",2025-08-01T09:00:00.000+02:00,,,3
NH5410,,ARR,2025-08-01T09:00:00.000+02:00,,,1
TG7652,,ARR,2025-08-01T09:00:00.000+02:00,,,1
UA9147,,ARR,2025-08-01T09:00:00.000+02:00,,,1
AC9071,,ARR,2025-08-01T09:00:00.000+02:00,,,1
ET1577,,ARR,2025-08-01T09:00:00.000+02:00,,,1
LH986,,ARR,2025-08-01T09:00:00.000+02:00,,,1
CI8580,,ARR,2025-08-01T09:00:00.000+02:00,,,2
DL9273,,ARR,2025-08-01T09:00:00.000+02:00,,,2
G35610,,ARR,2025-08-01T09:00:00.000+02:00,,,2
MU1850,,ARR,2025-08-01T09:00:00.000+02:00,,,2
SK6831,,ARR,2025-08-01T09:00:00.000+02:00,,,2
AF8236,,ARR,2025-08-01T09:00:00.000+02:00,,,2
KL1530,,ARR,2025-08-01T09:00:00.000+02:00,,,2
BT857,,ARR,2025-08-01T09:00:00.000+02:00,,,3
KL0900,,ARR,2025-08-01T09:00:00.000+02:00,,,2
AF3145,,ARR,2025-08-01T09:00:00.000+02:00,,,2
DL9550,,ARR,2025-08-01T09:00:00.000+02:00,,,2
VS7012,,ARR,2025-08-01T09:00:00.000+02:00,,,2
FB461,,"ARR,EXP",2025-08-01T09:00:00.000+02:00,,,1
LX724,,"ARR,EXP",2025-08-01T09:00:00.000+02:00,,,1
AC6790,,"ARR,EXP",2025-08-01T09:00:00.000+02:00,,,1
UA9790,,"ARR,EXP",2025-08-01T09:00:00.000+02:00,,,1
KL1522,,"ARR,EXP",2025-08-01T09:00:00.000+02:00,,,2
DL9448,,"ARR,EXP",2025-08-01T09:00:00.000+02:00,,,2
G35564,,"ARR,EXP",2025-08-01T09:00:00.000+02:00,,,2
SK6787,,"ARR,EXP",2025-08-01T09:00:00.000+02:00,,,2
OR391,,ARR,2025-08-01T09:00:00.000+02:00,,,4
VY1377,,ARR,2025-08-01T09:00:00.000+02:00,,,1
QR4676,,ARR,2025-08-01T09:00:00.000+02:00,,,1
IB5705,,ARR,2025-08-01T09:00:00.000+02:00,,,1
DL9164,,"ARR,EXP",2025-08-01T09:00:00.000+02:00,,,2
VS6927,,"ARR,EXP",2025-08-01T09:00:00.000+02:00,,,2
KL0946,,"ARR,EXP",2025-08-01T09:00:00.000+02:00,,,2
KQ1741,,CNX,2025-08-01T09:05:00.000+02:00,B6,,1
KL1709,,CNX,2025-08-01T09:05:00.000+02:00,B6,,1
DL9353,,CNX,2025-08-01T09:05:00.000+02:00,B6,,1
KL1629,,DEP,2025-08-01T09:05:00.000+02:00,C9,,1
DL9301,,DEP,2025-08-01T09:05:00.000+02:00,C9,,1
GA9496,,DEP,2025-08-01T09:05:00.000+02:00,C9,,1
KQ1653,,DEP,2025-08-01T09:05:00.000+02:00,C9,,1
MF9768,,DEP,2025-08-01T09:05:00.000+02:00,C9,,1
MU1825,,DEP,2025-08-01T09:05:00.000+02:00,C9,,1
DL9476,,DEP,2025-08-01T09:05:00.000+02:00,B26,,1
KQ1303,,DEP,2025-08-01T09:05:00.000+02:00,B26,,1
MU1567,,DEP,2025-08-01T09:05:00.000+02:00,B26,,1
SK6750,,DEP,2025-08-01T09:05:00.000+02:00,B26,,1
KL1449,,DEP,2025-08-01T09:05:00.000+02:00,B26,,1
AF3119,,DEP,2025-08-01T09:05:00.000+02:00,B26,,1
DL9287,,DEP,2025-08-01T09:05:00.000+02:00,B2,,1
GA9476,,DEP,2025-08-01T09:05:00.000+02:00,B2,,1
KQ1355,,DEP,2025-08-01T09:05:00.000+02:00,B2,,1
KL1353,,DEP,2025-08-01T09:05:00.000+02:00,B2,,1
CI9491,,DEP,2025-08-01T09:05:00.000+02:00,B2,,1
KL0736,,ARR,2025-08-01T09:05:00.000+02:00,,,3
AF8392,,ARR,2025-08-01T09:05:00.000+02:00,,,3
KL0606,,"ARR,EXP",2025-08-01T09:05:00.000+02:00,,,3
AF8403,,"ARR,EXP",2025-08-01T09:05:00.000+02:00,,,3
DL9647,,"ARR,EXP",2025-08-01T09:05:00.000+02:00,,,3
VS7144,,"ARR,EXP",2025-08-01T09:05:00.000+02:00,,,3
KL0602,,"ARR,EXP",2025-08-01T09:05:00.000+02:00,,,3
AF8250,,"ARR,EXP",2025-08-01T09:05:00.000+02:00,,,3
DL9468,,"ARR,EXP",2025-08-01T09:05:00.000+02:00,,,3
VS7134,,"ARR,EXP",2025-08-01T09:05:00.000+02:00,,,3
BT617,,"ARR,EXP",2025-08-01T09:05:00.000+02:00,,,3
NH6301,,"ARR,EXP",2025-08-01T09:05:00.000+02:00,,,1
OS371,,"ARR,EXP",2025-08-01T09:05:00.000+02:00,,,1
ET1200,,"ARR,EXP",2025-08-01T09:05:00.000+02:00,,,1
BA428,,"ARR,EXP",2025-08-01T09:05:00.000+02:00,,,1
SK6782,,DEP,2025-08-01T09:10:00.000+02:00,B22,,1
KL1523,,DEP,2025-08-01T09:10:00.000+02:00,B22,,1
DL9191,,DEP,2025-08-01T09:10:00.000+02:00,B22,,1
G35513,,DEP,2025-08-01T09:10:00.000+02:00,B22,,1
KL2823,,"ARR,EXP",2025-08-01T09:10:00.000+02:00,,,3
UX3623,,"ARR,EXP",2025-08-01T09:10:00.000+02:00,,,3
B66423,,"ARR,EXP",2025-08-01T09:10:00.000+02:00,,,3
JU260,,"ARR,EXP",2025-08-01T09:10:00.000+02:00,,,3
DL9500,,ARR,2025-08-01T09:10:00.000+02:00,,,2
GA9377,,ARR,2025-08-01T09:10:00.000+02:00,,,2
KQ1856,,ARR,2025-08-01T09:10:00.000+02:00,,,2
MF9386,,ARR,2025-08-01T09:10:00.000+02:00,,,2
MU1584,,ARR,2025-08-01T09:10:00.000+02:00,,,2
KL1798,,ARR,2025-08-01T09:10:00.000+02:00,,,2
CZ7791,,ARR,2025-08-01T09:10:00.000+02:00,,,2
KL1055,,CNX,2025-08-01T09:15:00.000+02:00,,,
DL9387,,CNX,2025-08-01T09:15:00.000+02:00,,,
VS6921,,CNX,2025-08-01T09:15:00.000+02:00,,,
KL0963,,DEP,2025-08-01T09:15:00.000+02:00,D6,,2
AF8397,,DEP,2025-08-01T09:15:00.000+02:00,D6,,2
DL9281,,DEP,2025-08-01T09:15:00.000+02:00,D6,,2
KQ1533,,DEP,2025-08-01T09:15:00.000+02:00,D6,,2
VS7088,,DEP,2025-08-01T09:15:00.000+02:00,D6,,2
KL1323,,DEP,2025-08-01T09:15:00.000+02:00,B34,,1
AF3139,,DEP,2025-08-01T09:15:00.000+02:00,B34,,1
DL9337,,DEP,2025-08-01T09:15:00.000+02:00,B34,,1
UA071,,DEP,2025-08-01T09:15:00.000+02:00,D47,,3
DL9218,,"ARR,EXP",2025-08-01T09:15:00.000+02:00,,,3
VS7155,,"ARR,EXP",2025-08-01T09:15:00.000+02:00,,,3
KL0640,,"ARR,EXP",2025-08-01T09:15:00.000+02:00,,,3
AF8224,,"ARR,EXP",2025-08-01T09:15:00.000+02:00,,,3
BT961,,"ARR,EXP",2025-08-01T09:15:00.000+02:00,,,3
KL1542,,"ARR,EXP",2025-08-01T09:15:00.000+02:00,,,2
DL9221,,"ARR,EXP",2025-08-01T09:15:00.000+02:00,,,2
DL0048,,"ARR,EXP",2025-08-01T09:15:00.000+02:00,,,3
AF5590,,"ARR,EXP",2025-08-01T09:15:00.000+02:00,,,3
KL6007,,"ARR,EXP",2025-08-01T09:15:00.000+02:00,,,3
VS3938,,"ARR,EXP",2025-08-01T09:15:00.000+02:00,,,3
DL9332,,DEP,2025-08-01T09:20:00.000+02:00,D6,,2
VS7008,,DEP,2025-08-01T09:20:00.000+02:00,D6,,2
KL0971,,DEP,2025-08-01T09:20:00.000+02:00,D6,,2
AF3203,,DEP,2025-08-01T09:20:00.000+02:00,D6,,2
DL9402,,DEP,2025-08-01T09:20:00.000+02:00,C18,,1
GA9210,,DEP,2025-08-01T09:20:00.000+02:00,C18,,1
KQ1145,,DEP,2025-08-01T09:20:00.000+02:00,C18,,1
MF9706,,DEP,2025-08-01T09:20:00.000+02:00,C18,,1
MH5643,,DEP,2025-08-01T09:20:00.000+02:00,C18,,1
KL1199,,DEP,2025-08-01T09:20:00.000+02:00,C18,,1
CZ7614,,DEP,2025-08-01T09:20:00.000+02:00,C18,,1
SK6629,,DEP,2025-08-01T09:20:00.000+02:00,C18,,1
DL9211,,DEP,2025-08-01T09:20:00.000+02:00,D82,,1
GA9470,,DEP,2025-08-01T09:20:00.000+02:00,D82,,1
KQ1133,,DEP,2025-08-01T09:20:00.000+02:00,D82,,1
MF9373,,DEP,2025-08-01T09:20:00.000+02:00,D82,,1
MH5641,,DEP,2025-08-01T09:20:00.000+02:00,D82,,1
MU1935,,DEP,2025-08-01T09:20:00.000+02:00,D82,,1
SK6603,,DEP,2025-08-01T09:20:00.000+02:00,D82,,1
KL1269,,DEP,2025-08-01T09:20:00.000+02:00,D82,,1
CZ7627,,DEP,2025-08-01T09:20:00.000+02:00,D82,,1
KL1019,,DEP,2025-08-01T09:20:00.000+02:00,D6,,2
DL9413,,DEP,2025-08-01T09:20:00.000+02:00,D6,,2
KQ1541,,DEP,2025-08-01T09:20:00.000+02:00,D6,,2
VS6999,,DEP,2025-08-01T09:20:00.000+02:00,D6,,2
AF8381,,DEP,2025-08-01T09:20:00.000+02:00,D6,,2
KL1373,,DEP,2025-08-01T09:20:00.000+02:00,D86,,1
DL9682,,DEP,2025-08-01T09:20:00.000+02:00,D86,,1
RO9364,,DEP,2025-08-01T09:20:00.000+02:00,D86,,1
SK6800,,DEP,2025-08-01T09:20:00.000+02:00,D86,,1
DL9405,,"DEP,DEL",2025-08-01T09:20:00.000+02:00,B16,,1
KL1413,,"DEP,DEL",2025-08-01T09:20:00.000+02:00,B16,,1
AF3153,,"DEP,DEL",2025-08-01T09:20:00.000+02:00,B16,,1
B62288,,"ARR,EXP",2025-08-01T09:20:00.000+02:00,,,3
UA020,,"ARR,EXP",2025-08-01T09:20:00.000+02:00,,,3
EK145,,ARR,2025-08-01T09:20:00.000+02:00,,,4
QF8145,,ARR,2025-08-01T09:20:00.000+02:00,,,4
FI6001,,ARR,2025-08-01T09:20:00.000+02:00,,,4
KC903,,"ARR,EXP",2025-08-01T09:20:00.000+02:00,,,3
KL0713,,"DEP,DEL",2025-08-01T09:20:00.000+02:00,E17,,2
EJU1754,,ARR,2025-08-01T09:20:00.000+02:00,,,3
UA909,,ARR,2025-08-01T09:20:00.000+02:00,,,4
KL1151,,CNX,2025-08-01T09:25:00.000+02:00,,,
AF8343,,CNX,2025-08-01T09:25:00.000+02:00,,,
DL9416,,CNX,2025-08-01T09:25:00.000+02:00,,,
KQ1175,,CNX,2025-08-01T09:25:00.000+02:00,,,
KL1787,,DEP,2025-08-01T09:25:00.000+02:00,B4,,1
CZ7679,,DEP,2025-08-01T09:25:00.000+02:00,B4,,1
DL9325,,DEP,2025-08-01T09:25:00.000+02:00,B4,,1
SK6742,,DEP,2025-08-01T09:25:00.000+02:00,B4,,1
EZY2161,,"ARR,EXP",2025-08-01T09:25:00.000+02:00,,,4
KL6054,,CNX,2025-08-01T09:30:00.000+02:00,E21,,
VS4057,,CNX,2025-08-01T09:30:00.000+02:00,E21,,
DL0133,,CNX,2025-08-01T09:30:00.000+02:00,E21,,
AF3563,,CNX,2025-08-01T09:30:00.000+02:00,E21,,
KL1475,,DEP,2025-08-01T09:30:00.000+02:00,C8,,1
AF3173,,DEP,2025-08-01T09:30:00.000+02:00,C8,,1
DL9245,,DEP,2025-08-01T09:30:00.000+02:00,C8,,1
GA9528,,DEP,2025-08-01T09:30:00.000+02:00,C8,,1
KQ1253,,DEP,2025-08-01T09:30:00.000+02:00,C8,,1
MF9694,,DEP,2025-08-01T09:30:00.000+02:00,C8,,1
MU1565,,DEP,2025-08-01T09:30:00.000+02:00,C8,,1
KL1503,,DEP,2025-08-01T09:30:00.000+02:00,D71,,1
CI8591,,DEP,2025-08-01T09:30:00.000+02:00,D71,,1
CZ7644,,DEP,2025-08-01T09:30:00.000+02:00,D71,,1
DL9485,,DEP,2025-08-01T09:30:00.000+02:00,D71,,1
GA9492,,DEP,2025-08-01T09:30:00.000+02:00,D71,,1
KQ1705,,DEP,2025-08-01T09:30:00.000+02:00,D71,,1
MF9652,,DEP,2025-08-01T09:30:00.000+02:00,D71,,1
MU1847,,DEP,2025-08-01T09:30:00.000+02:00,D71,,1
SK6734,,DEP,2025-08-01T09:30:00.000+02:00,D71,,1
UX3768,,DEP,2025-08-01T09:30:00.000+02:00,D71,,1
KL0983,,"DEP,DEL",2025-08-01T09:30:00.000+02:00,D6,,2
DL9345,,"DEP,DEL",2025-08-01T09:30:00.000+02:00,D6,,2
VS7036,,"DEP,DEL",2025-08-01T09:30:00.000+02:00,D6,,2
KL1653,,"DEP,DEL",2025-08-01T09:30:00.000+02:00,B6,,1
DL9376,,"DEP,DEL",2025-08-01T09:30:00.000+02:00,B6,,1
KQ1643,,"DEP,DEL",2025-08-01T09:30:00.000+02:00,B6,,1
AF1241,,"DEP,DEL",2025-08-01T09:30:00.000+02:00,C5,,1
AM5803,,"DEP,DEL",2025-08-01T09:30:00.000+02:00,C5,,1
CI9291,,"DEP,DEL",2025-08-01T09:30:00.000+02:00,C5,,1
DL8479,,"DEP,DEL",2025-08-01T09:30:00.000+02:00,C5,,1
GA9548,,"DEP,DEL",2025-08-01T09:30:00.000+02:00,C5,,1
G35271,,"DEP,DEL",2025-08-01T09:30:00.000+02:00,C5,,1
KL2003,,"DEP,DEL",2025-08-01T09:30:00.000+02:00,C5,,1
MK9393,,"DEP,DEL",2025-08-01T09:30:00.000+02:00,C5,,1
MU1682,,"DEP,DEL",2025-08-01T09:30:00.000+02:00,C5,,1
WS5101,,"DEP,DEL",2025-08-01T09:30:00.000+02:00,C5,,1
VY8353,,"ARR,EXP",2025-08-01T09:30:00.000+02:00,,,1
QR4675,,"ARR,EXP",2025-08-01T09:30:00.000+02:00,,,1
IB5970,,"ARR,EXP",2025-08-01T09:30:00.000+02:00,,,1
DL9304,,DEP,2025-08-01T09:35:00.000+02:00,B3,,1
SK6788,,DEP,2025-08-01T09:35:00.000+02:00,B3,,1
KL1465,,DEP,2025-08-01T09:35:00.000+02:00,B3,,1
AF3181,,DEP,2025-08-01T09:35:00.000+02:00,B3,,1
KL1543,,DEP,2025-08-01T09:35:00.000+02:00,C10,,1
DL9182,,DEP,2025-08-01T09:35:00.000+02:00,C10,,1
JU7637,,DEP,2025-08-01T09:35:00.000+02:00,D6,,2
SK6818,,DEP,2025-08-01T09:35:00.000+02:00,D6,,2
KL1983,,DEP,2025-08-01T09:35:00.000+02:00,D6,,2
DL9189,,DEP,2025-08-01T09:35:00.000+02:00,D6,,2
KL1603,,DEP,2025-08-01T09:35:00.000+02:00,C16,,1
AR7807,,DEP,2025-08-01T09:35:00.000+02:00,C16,,1
DL9543,,DEP,2025-08-01T09:35:00.000+02:00,C16,,1
GA9013,,DEP,2025-08-01T09:35:00.000+02:00,C16,,1
MF9397,,DEP,2025-08-01T09:35:00.000+02:00,C16,,1
MH5679,,DEP,2025-08-01T09:35:00.000+02:00,C16,,1
MU1809,,DEP,2025-08-01T09:35:00.000+02:00,C16,,1
KL1639,,DEP,2025-08-01T09:35:00.000+02:00,B26,,1
DL9555,,DEP,2025-08-01T09:35:00.000+02:00,B26,,1
KQ1555,,DEP,2025-08-01T09:35:00.000+02:00,B26,,1
MU1829,,DEP,2025-08-01T09:35:00.000+02:00,B26,,1
SK6822,,DEP,2025-08-01T09:35:00.000+02:00,B26,,1
AF1795,,"DEP,DEL",2025-08-01T09:35:00.000+02:00,B32,,1
DL8416,,"DEP,DEL",2025-08-01T09:35:00.000+02:00,B32,,1
KL2102,,"DEP,DEL",2025-08-01T09:35:00.000+02:00,B32,,1
EI603,,"DEP,DEL",2025-08-01T09:35:00.000+02:00,D24,,3
KL1303,,"DEP,DEL",2025-08-01T09:35:00.000+02:00,B1,,1
AF8324,,"DEP,DEL",2025-08-01T09:35:00.000+02:00,B1,,1
DL9237,,"DEP,DEL",2025-08-01T09:35:00.000+02:00,B1,,1
KZ049,,"DEP,DEL",2025-08-01T09:35:00.000+02:00,,,
KL0872,,"ARR,EXP",2025-08-01T09:35:00.000+02:00,,,3
AF8440,,"ARR,EXP",2025-08-01T09:35:00.000+02:00,,,3
DL9491,,"ARR,EXP",2025-08-01T09:35:00.000+02:00,,,3
KL1752,,"ARR,EXP",2025-08-01T09:35:00.000+02:00,,,2
AM6289,,"ARR,EXP",2025-08-01T09:35:00.000+02:00,,,2
CZ7781,,"ARR,EXP",2025-08-01T09:35:00.000+02:00,,,2
DL9542,,"ARR,EXP",2025-08-01T09:35:00.000+02:00,,,2
MU1606,,"ARR,EXP",2025-08-01T09:35:00.000+02:00,,,2
SV6387,,"ARR,EXP",2025-08-01T09:35:00.000+02:00,,,2
LO265,,"ARR,EXP",2025-08-01T09:35:00.000+02:00,,,1
FR3100,,"ARR,EXP",2025-08-01T09:35:00.000+02:00,,,3
DL0161,,DEP,2025-08-01T09:40:00.000+02:00,G4,,2
AF8937,,DEP,2025-08-01T09:40:00.000+02:00,G4,,2
KL6065,,DEP,2025-08-01T09:40:00.000+02:00,G4,,2
VS3947,,DEP,2025-08-01T09:40:00.000+02:00,G4,,2
MP9412,,LND,2025-08-01T09:40:00.000+02:00,,,
VY1376,,DEP,2025-08-01T09:40:00.000+02:00,C9,,1
IB5704,,DEP,2025-08-01T09:40:00.000+02:00,C9,,1
DL9370,,DEP,2025-08-01T09:40:00.000+02:00,C14,,1
GA9228,,DEP,2025-08-01T09:40:00.000+02:00,C14,,1
KQ1791,,DEP,2025-08-01T09:40:00.000+02:00,C14,,1
MF9684,,DEP,2025-08-01T09:40:00.000+02:00,C14,,1
KL1851,,DEP,2025-08-01T09:40:00.000+02:00,C14,,1
CZ7694,,DEP,2025-08-01T09:40:00.000+02:00,C14,,1
MU1595,,DEP,2025-08-01T09:40:00.000+02:00,C14,,1
SK6680,,DEP,2025-08-01T09:40:00.000+02:00,C14,,1
5F738,,"DEP,DEL",2025-08-01T09:40:00.000+02:00,G2,,3
KL1251,,"DEP,DEL",2025-08-01T09:40:00.000+02:00,C18,,1
AF3241,,"DEP,DEL",2025-08-01T09:40:00.000+02:00,C18,,1
AR7812,,"DEP,DEL",2025-08-01T09:40:00.000+02:00,C18,,1
DL9331,,"DEP,DEL",2025-08-01T09:40:00.000+02:00,C18,,1
GA9768,,"DEP,DEL",2025-08-01T09:40:00.000+02:00,C18,,1
KQ1169,,"DEP,DEL",2025-08-01T09:40:00.000+02:00,C18,,1
MF9628,,"DEP,DEL",2025-08-01T09:40:00.000+02:00,C18,,1
MH5649,,"DEP,DEL",2025-08-01T09:40:00.000+02:00,C18,,1
TK1951,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,3
EZY2921,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,4
VY8300,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,1
QR4687,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,1
IB5234,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,1
AF1340,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,3
AM5832,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,3
CI9292,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,3
DL8529,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,3
GA9549,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,3
KL2006,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,3
KQ3013,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,3
MK9392,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,3
MU1679,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,3
DL8529,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,3
IB5976,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,1
VY8365,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,1
QR3786,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,1
UX1091,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,1
AM6894,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,1
CI9231,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,1
DL6777,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,1
EY7538,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,1
GA9469,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,1
KL3390,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,1
MF9551,,"ARR,EXP",2025-08-01T09:40:00.000+02:00,,,1
DL9226,,CNX,2025-08-01T09:45:00.000+02:00,D14,,1
KQ0935,,CNX,2025-08-01T09:45:00.000+02:00,D14,,1
MF9789,,CNX,2025-08-01T09:45:00.000+02:00,D14,,1
KL1137,,CNX,2025-08-01T09:45:00.000+02:00,D14,,1
BT6028,,CNX,2025-08-01T09:45:00.000+02:00,D14,,1
KL0913,,DEP,2025-08-01T09:45:00.000+02:00,E21,,2
AF8222,,DEP,2025-08-01T09:45:00.000+02:00,E21,,2
DL9295,,DEP,2025-08-01T09:45:00.000+02:00,E21,,2
KQ1443,,DEP,2025-08-01T09:45:00.000+02:00,E21,,2
VS6908,,DEP,2025-08-01T09:45:00.000+02:00,E21,,2
KL1931,,DEP,2025-08-01T09:45:00.000+02:00,D84,,1
CZ7714,,DEP,2025-08-01T09:45:00.000+02:00,D84,,1
DL9617,,DEP,2025-08-01T09:45:00.000+02:00,D84,,1
MF9618,,DEP,2025-08-01T09:45:00.000+02:00,D84,,1
MH5687,,DEP,2025-08-01T09:45:00.000+02:00,D84,,1
SK6660,,DEP,2025-08-01T09:45:00.000+02:00,D84,,1
MH5691,,DEP,2025-08-01T09:45:00.000+02:00,C11,,1
SK6690,,DEP,2025-08-01T09:45:00.000+02:00,C11,,1
KL1919,,DEP,2025-08-01T09:45:00.000+02:00,C11,,1
CZ7707,,DEP,2025-08-01T09:45:00.000+02:00,C11,,1
DL9427,,DEP,2025-08-01T09:45:00.000+02:00,C11,,1
KQ1957,,DEP,2025-08-01T09:45:00.000+02:00,C11,,1
MF9726,,DEP,2025-08-01T09:45:00.000+02:00,C11,,1
KL1419,,DEP,2025-08-01T09:45:00.000+02:00,B22,,1
AF3217,,DEP,2025-08-01T09:45:00.000+02:00,B22,,1
DL9290,,DEP,2025-08-01T09:45:00.000+02:00,B22,,1
DL9926,,"ARR,EXP",2025-08-01T09:45:00.000+02:00,,,3
XQ1322,,"ARR,EXP",2025-08-01T09:45:00.000+02:00,,,3
SK2551,,"ARR,EXP",2025-08-01T09:45:00.000+02:00,,,1
AY1301,,"ARR,EXP",2025-08-01T09:45:00.000+02:00,,,1
CX1430,,"ARR,EXP",2025-08-01T09:45:00.000+02:00,,,1
KL0601,,DEP,2025-08-01T09:50:00.000+02:00,D2,,2
AF8247,,DEP,2025-08-01T09:50:00.000+02:00,D2,,2
DL9225,,DEP,2025-08-01T09:50:00.000+02:00,D2,,2
VS7136,,DEP,2025-08-01T09:50:00.000+02:00,D2,,2
KL0605,,DEP,2025-08-01T09:50:00.000+02:00,E7,,2
AF8402,,DEP,2025-08-01T09:50:00.000+02:00,E7,,2
DL9380,,DEP,2025-08-01T09:50:00.000+02:00,E7,,2
VS7146,,DEP,2025-08-01T09:50:00.000+02:00,E7,,2
KL1231,,DEP,2025-08-01T09:50:00.000+02:00,B36,,1
DL9241,,DEP,2025-08-01T09:50:00.000+02:00,B36,,1
KQ1155,,DEP,2025-08-01T09:50:00.000+02:00,B36,,1
MH5647,,DEP,2025-08-01T09:50:00.000+02:00,B36,,1
KL0741,,DEP,2025-08-01T09:50:00.000+02:00,D57,,2
EJU1753,,"DEP,DEL",2025-08-01T09:50:00.000+02:00,M1,,3
KL1817,,DEP,2025-08-01T09:50:00.000+02:00,B24,,1
CZ7686,,DEP,2025-08-01T09:50:00.000+02:00,B24,,1
DL9235,,DEP,2025-08-01T09:50:00.000+02:00,B24,,1
GA9082,,DEP,2025-08-01T09:50:00.000+02:00,B24,,1
KQ1767,,DEP,2025-08-01T09:50:00.000+02:00,B24,,1
MF9606,,DEP,2025-08-01T09:50:00.000+02:00,B24,,1
MU1575,,DEP,2025-08-01T09:50:00.000+02:00,B24,,1
SK6640,,DEP,2025-08-01T09:50:00.000+02:00,B24,,1
VN3164,,DEP,2025-08-01T09:50:00.000+02:00,B24,,1
LX725,,"DEP,DEL",2025-08-01T09:50:00.000+02:00,B31,,1
AC6781,,"DEP,DEL",2025-08-01T09:50:00.000+02:00,B31,,1
UA9791,,"DEP,DEL",2025-08-01T09:50:00.000+02:00,B31,,1
KL0978,,"ARR,EXP",2025-08-01T09:50:00.000+02:00,,,2
DL9566,,"ARR,EXP",2025-08-01T09:50:00.000+02:00,,,2
KQ0984,,"ARR,EXP",2025-08-01T09:50:00.000+02:00,,,2
VS7031,,"ARR,EXP",2025-08-01T09:50:00.000+02:00,,,2
KL0743,,"DEP,DEL",2025-08-01T09:55:00.000+02:00,F4,,2
AF8243,,"DEP,DEL",2025-08-01T09:55:00.000+02:00,F4,,2
KL1971,,"DEP,DEL",2025-08-01T09:55:00.000+02:00,C13,,1
AF3122,,"DEP,DEL",2025-08-01T09:55:00.000+02:00,C13,,1
DL9351,,"DEP,DEL",2025-08-01T09:55:00.000+02:00,C13,,1
KL0661,,DEP,2025-08-01T09:55:00.000+02:00,G3,,2
AF8411,,DEP,2025-08-01T09:55:00.000+02:00,G3,,2
DL9386,,DEP,2025-08-01T09:55:00.000+02:00,G3,,2
VS7123,,DEP,2025-08-01T09:55:00.000+02:00,G3,,2
KL1175,,"DEP,DEL",2025-08-01T09:55:00.000+02:00,B34,,1
KQ1199,,"DEP,DEL",2025-08-01T09:55:00.000+02:00,B34,,1
MH5653,,"DEP,DEL",2025-08-01T09:55:00.000+02:00,B34,,1
DL9655,,"DEP,DEL",2025-08-01T09:55:00.000+02:00,B34,,1
BT858,,DEP,2025-08-01T09:55:00.000+02:00,B8,,3
EZY2162,,"DEP,DEL",2025-08-01T09:55:00.000+02:00,H2,,3
OS372,,"DEP,DEL",2025-08-01T09:55:00.000+02:00,B15,,1
ET1217,,"DEP,DEL",2025-08-01T09:55:00.000+02:00,B15,,1
DL9423,,"DEP,DEL",2025-08-01T09:55:00.000+02:00,D78,,1
KQ1363,,"DEP,DEL",2025-08-01T09:55:00.000+02:00,D78,,1
KL1313,,"DEP,DEL",2025-08-01T09:55:00.000+02:00,D78,,1
CZ7633,,"DEP,DEL",2025-08-01T09:55:00.000+02:00,D78,,1
VY8354,,"ARR,EXP",2025-08-01T09:55:00.000+02:00,,,1
QR4700,,"ARR,EXP",2025-08-01T09:55:00.000+02:00,,,1
CA3159,,"LND,EXP",2025-08-01T10:00:00.000+02:00,,,
QR8201,,"LND,EXP",2025-08-01T10:00:00.000+02:00,,,
EK9920,,"LND,EXP",2025-08-01T10:00:00.000+02:00,,,
LH987,,DEP,2025-08-01T10:00:00.000+02:00,B17,,1
AC9074,,DEP,2025-08-01T10:00:00.000+02:00,B17,,1
AI8542,,DEP,2025-08-01T10:00:00.000+02:00,B17,,1
